Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,Floor_size,Estate_Agent,Property_price
Apartment,Sandton,"Hyde Park",2,2,1,101,Mandated,30000
Apartment,Sandton,"Hyde Park",2,2,1,110,"Landsdowne Investment Properties",25000
Apartment,Sandton,"Hyde Park",2,2,1,137,"Firzt Realty Company",24000
Apartment,Sandton,"Hyde Park",2,2,2,NULL,"Aurum Realty",28000
Apartment,Sandton,"Hyde Park",2,2,2,NULL,"Century 21 Sandton",18000
Apartment,Sandton,"Hyde Park",2,2,2,NULL,"Engel & Volkers MLC",33000
Apartment,Sandton,"Hyde Park",2,2,2,NULL,"Evolate Real Estate",22000
Apartment,Sandton,"Hyde Park",2,2,2,NULL,"IGrow Rentals",25000
Apartment,Sandton,"Hyde Park",2,2,2,NULL,"Real Estate Services",22500
Apartment,Sandton,"Hyde Park",2,2,2,NULL,"Silver Property Group",19999
Apartment,Sandton,"Hyde Park",2,2,2,111,"Century 21 Sandton",18000
Apartment,Sandton,"Hyde Park",2,2,2,28,"Aurum Realty",22500
Apartment,Sandton,"Hyde Park",2,2,2,40,"Ithemba Property",27999
Apartment,Sandton,"Hyde Park",2,2,2,83,"Evolate Real Estate",22000
Apartment,Sandton,"Hyde Park",2,2,2,87,"Firzt Realty Company",27000
Apartment,Sandton,"Hyde Park",2,2,2,87,"The Empire Properties",16500
Apartment,Sandton,"Hyde Park",2,2,2,95,Mandated,32000
Apartment,Sandton,"Hyde Park",2,3,2,NULL,"Evolate Real Estate",28000
Apartment,Sandton,"Hyde Park",2,3,2,160,"Evolate Real Estate",33000
Apartment,Sandton,"Hyde Park",2,3,2,160,"Rawson Properties Sandton - Morningside",30000
Apartment,Sandton,Illovo,2,1,1,61,"Firzt Realty Company",12500
Apartment,Sandton,Illovo,2,1,1,91,"Century 21 Sandton",12500
Apartment,Sandton,Illovo,2,2,1,NULL,"You Realty",18000
Apartment,Sandton,Illovo,2,2,2,50,"Knightsbridge Properties",15000
Apartment,Sandton,Illovo,2,2,2,86,"Etchells & Young Property Brokers",45000
Apartment,Sandton,Kelvin,2,2,1,23,"IHS Property Management",11000
Apartment,Sandton,Kentview,2,2,3,57,"Evolate Real Estate",23000
Apartment,Sandton,"Linbro Park",1,1,1,44,"Preferental Platform",9500
Apartment,Sandton,"Linbro Park",2,1,1,57,"Live Real Estate - Johannesburg North",9800
Apartment,Sandton,"Linbro Park",2,1,2,NULL,"Evolate Real Estate",9200
Apartment,Sandton,"Linbro Park",2,1,2,62,"Real Estate Services",9900
Apartment,Sandton,"Linbro Park",2,1,2,68,"Silver Property Group",8500
Apartment,Sandton,"Linbro Park",2,2,1,NULL,"You Realty",10899
Apartment,Sandton,"Linbro Park",2,2,2,NULL,"You Realty",12000
Apartment,Sandton,"Linbro Park",2,2,2,100,"Chas Everitt Waterfall",9500
Apartment,Sandton,"Linbro Park",2,2,2,100,Mandated,11130
Apartment,Sandton,"Linbro Park",2,2,2,25,"Evolate Real Estate",15000
Apartment,Sandton,"Linbro Park",2,2,2,30,"Real Estate Services",9649
Apartment,Sandton,"Linbro Park",2,2,2,78,Mandated,13500
Apartment,Sandton,"Linbro Park",2,2,2,79,"Evolate Real Estate",16500
Apartment,Sandton,"Linbro Park",2,2,3,80,"RE/MAX One - Kramerville",16500
Apartment,Sandton,Lonehill,1,1,1,85,"Real Estate Services",10400
Apartment,Sandton,Lonehill,2,1,1,NULL,"RE/MAX One - Kramerville",9500
Apartment,Sandton,Lonehill,2,1,1,NULL,"Silver Property Group",9500
Apartment,Sandton,Lonehill,2,1,1,47,"Etchells & Young Property Brokers",9000
Apartment,Sandton,Lonehill,2,1,2,87,Mandated,10000
Apartment,Sandton,Lonehill,2,2,1,NULL,"Evolate Real Estate",14000
Apartment,Sandton,Lonehill,2,2,2,NULL,"Landsdowne Investment Properties",17000
Apartment,Sandton,Lonehill,2,2,2,NULL,"RE/MAX Superior - Mulbarton",15000
Apartment,Sandton,Lonehill,2,2,2,140,"Tyson Properties Gauteng",15500
Apartment,Sandton,Lonehill,2,2,2,80,Mandated,9500
Apartment,Sandton,Lonehill,3,3,2,90,"Chas Everitt Waterfall",9750
Apartment,Sandton,"Lyme Park",2,1,2,95,"Pam Golding Properties - Hyde Park Rentals",15000
Apartment,Sandton,"Lyme Park",2,1,2,96,"Chas Everitt Waterfall",12000
Apartment,Sandton,Morningside,1,1,1,NULL,"Engel & Volkers MLC",33000
Apartment,Sandton,Morningside,1,1,1,119,"Seeff Sandton",25000
Apartment,Sandton,Morningside,1,1,1,131,"The Empire Properties",26000
Apartment,Sandton,Morningside,1,1,1,49,"The Empire Properties",22048
Apartment,Sandton,Morningside,1,1,2,NULL,"Real Estate Services",18000
Apartment,Sandton,Morningside,1,1,2,31,"Preferental Platform",12500
Apartment,Sandton,Morningside,1,1,2,59,"RE/MAX One - Kramerville",14500
Apartment,Sandton,Morningside,1,1,2,80,"The Empire Properties",22048
Apartment,Sandton,Morningside,1,2,1,NULL,"IGrow Rentals",13000
Apartment,Sandton,Morningside,1,2,1,103,Mandated,38000
Apartment,Sandton,Morningside,1,2,2,85,"RE/MAX One Waterfall",14000
Apartment,Sandton,Morningside,1,3,1,NULL,"Evolate Real Estate",45000
Apartment,Sandton,Morningside,1,3,1,30,"Evolate Real Estate",34000
Apartment,Sandton,Morningside,2,1,1,NULL,"EXP South Africa",13500
Apartment,Sandton,Morningside,2,1,1,NULL,"Real Estate Services",11000
Apartment,Sandton,Morningside,2,1,1,114,"Propcore Real Estate",12500
Apartment,Sandton,Morningside,2,1,1,120,"Real Estate Services",18500
Apartment,Sandton,Morningside,2,1,1,28,"Landsdowne Investment Properties",15000
Apartment,Sandton,Morningside,2,1,1,38,"Etchells & Young Property Brokers",12900
Apartment,Sandton,Morningside,2,1,1,65,"Chas Everitt Waterfall",18500
Apartment,Sandton,Morningside,2,1,1,79,"Live Real Estate - Johannesburg North",13000
Apartment,Sandton,Morningside,2,1,1,81,"Silver Property Group",13500
Apartment,Sandton,Morningside,2,1,1,85,"Engel & Volkers MLC",12500
Apartment,Sandton,Morningside,2,1,1,89,"EXP South Africa",14000
Apartment,Sandton,Morningside,2,1,2,NULL,"Etchells & Young Property Brokers",30999
Apartment,Sandton,Morningside,2,1,2,NULL,"EXP South Africa",12000
Apartment,Sandton,Morningside,2,1,2,102,"Century 21 Sandton",38000
Apartment,Sandton,Morningside,2,1,2,115,"Tyson Properties Gauteng",12500
Apartment,Sandton,Morningside,2,1,2,80,"Real Estate Services",15500
Apartment,Sandton,Morningside,2,1,2,82,"Engel & Volkers MLC",30000
Apartment,Sandton,Morningside,2,2,1,NULL,"Engel & Volkers MLC",18500
Apartment,Sandton,Morningside,2,2,1,NULL,"Landsdowne Investment Properties",33500
Apartment,Sandton,Morningside,2,2,1,106,"Jawitz Johannesburg North",16000
Apartment,Sandton,Morningside,2,2,1,125,"Zareena Kara Properties",20000
Apartment,Sandton,Morningside,2,2,1,130,"EXP South Africa",18000
Apartment,Sandton,Morningside,2,2,1,160,"Knightsbridge Properties",18500
Apartment,Sandton,Morningside,2,2,1,169,"EXP South Africa",18500
Apartment,Sandton,Morningside,2,2,1,30,"RE/MAX One - Kramerville",16000
Apartment,Sandton,Morningside,2,2,1,36,"Tyson Properties Gauteng",20900
Apartment,Sandton,Morningside,2,2,1,40,"Real Estate Services",14500
Apartment,Sandton,Morningside,2,2,1,53,"Engel & Volkers MLC",28500
Apartment,Sandton,Morningside,2,2,1,57,"RE/MAX One - Kramerville",12500
Apartment,Sandton,Morningside,2,2,1,59,"Firzt Realty Company",33000
Apartment,Sandton,Morningside,2,2,1,61,"Real Estate Services",16500
Apartment,Sandton,Morningside,2,2,1,86,"The Empire Properties",27500
Apartment,Sandton,Morningside,2,2,1,93,"Renprop Residential",25800
Apartment,Sandton,Morningside,2,2,2,NULL,"Aurum Realty",16500
Apartment,Sandton,Morningside,2,2,2,NULL,"Aurum Realty",18500
Apartment,Sandton,Morningside,2,2,2,NULL,"Century 21 Sandton",31000
Apartment,Sandton,Morningside,2,2,2,NULL,"Engel & Volkers MLC",31000
Apartment,Sandton,Morningside,2,2,2,NULL,"GP Realty Group",38000
Apartment,Sandton,Morningside,2,2,2,NULL,"Ithemba Property",21000
Apartment,Sandton,Morningside,2,2,2,NULL,"Jawitz Johannesburg North",19000
Apartment,Sandton,Morningside,2,2,2,NULL,"Landsdowne Investment Properties",16000
Apartment,Sandton,Morningside,2,2,2,NULL,"Landsdowne Investment Properties",27000
Apartment,Sandton,Morningside,2,2,2,NULL,Mandated,16500
Apartment,Sandton,Morningside,2,2,2,NULL,"Pam Golding Properties - Hyde Park Rentals",16500
Apartment,Sandton,Morningside,2,2,2,NULL,"RE/MAX Superior - Mulbarton",18500
Apartment,Sandton,Morningside,2,2,2,NULL,"Real Estate Services",36500
Apartment,Sandton,Morningside,2,2,2,NULL,"RealNet RainMaker",20000
Apartment,Sandton,Morningside,2,2,2,NULL,"Silver Property Group",33500
Apartment,Sandton,Morningside,2,2,2,NULL,"You Realty",26000
Apartment,Sandton,Morningside,2,2,2,100,"You Realty",33450
Apartment,Sandton,Morningside,2,2,2,101,"You Realty",16500
Apartment,Sandton,Morningside,2,2,2,104,"Real Estate Services",22000
Apartment,Sandton,Morningside,2,2,2,104,"You Realty",22000
Apartment,Sandton,Morningside,2,2,2,105,"RE/MAX One - Kramerville",17000
Apartment,Sandton,Morningside,2,2,2,106,"You Realty",18000
Apartment,Sandton,Morningside,2,2,2,111,"Only Realty DevComm",16000
Apartment,Sandton,Morningside,2,2,2,115,"Century 21 Sandton",18500
Apartment,Sandton,Morningside,2,2,2,117,"Real Estate Services",13000
Apartment,Sandton,Morningside,2,2,2,120,"The Empire Properties",25872
Apartment,Sandton,Morningside,2,2,2,130,"Firzt Realty Company",19750
Apartment,Sandton,Morningside,2,2,2,130,"Tyson Properties Gauteng",16750
Apartment,Sandton,Morningside,2,2,2,137,"Firzt Realty Company",18000
Apartment,Sandton,Morningside,2,2,2,140,"Engel & Volkers MLC",33500
Apartment,Sandton,Morningside,2,2,2,160,"O-YES Properties",33500
Apartment,Sandton,Morningside,2,2,2,161,"Century 21 Sandton",14500
Apartment,Sandton,Morningside,2,2,2,162,"Century 21 Sandton",48500
Apartment,Sandton,Morningside,2,2,2,163,"O-YES Properties",16000
Apartment,Sandton,Morningside,2,2,2,163,"RE/MAX One - Kramerville",30000
Apartment,Sandton,Morningside,2,2,2,185,"Rawson Properties Sandton - Morningside",16500
Apartment,Sandton,Morningside,2,2,2,25,"Century 21 Sandton",30000
Apartment,Sandton,Morningside,2,2,2,30,"IHS Property Management",23500
Apartment,Sandton,Morningside,2,2,2,32,"Propcore Real Estate",16500
Apartment,Sandton,Morningside,2,2,2,40,"Propcore Real Estate",37000
Apartment,Sandton,Morningside,2,2,2,44,"EXP South Africa",19000
Apartment,Sandton,Morningside,2,2,2,45,Mandated,25000
Apartment,Sandton,Morningside,2,2,2,50,"RE/MAX Advantage",16499
Apartment,Sandton,Morningside,2,2,2,61,"Engel & Volkers MLC",18500
Apartment,Sandton,Morningside,2,2,2,61,"Firzt Realty Company",17000
Apartment,Sandton,Morningside,2,2,2,65,"Aurum Realty",16500
Apartment,Sandton,Morningside,2,2,2,66,"Live Real Estate - Johannesburg North",25000
Apartment,Sandton,Morningside,2,2,2,66,"Silver Property Group",16000
Apartment,Sandton,Morningside,2,2,2,70,"You Realty",33500
Apartment,Sandton,Morningside,2,2,2,72,"Silver Property Group",17999
Apartment,Sandton,Morningside,2,2,2,79,"Century 21 Sandton",18500
Apartment,Sandton,Morningside,2,2,2,81,"Chas Everitt Waterfall",21000
Apartment,Sandton,Morningside,2,2,2,81,"Pam Golding Properties - Hyde Park Rentals",25000
Apartment,Sandton,Morningside,2,2,2,82,"The Empire Properties",26000
Apartment,Sandton,Morningside,2,2,2,85,"Silver Property Group",17500
Apartment,Sandton,Morningside,2,2,2,87,"Rawson Properties Sandton - Morningside",19000
Apartment,Sandton,Morningside,2,2,2,87,"Rawson Properties Sandton - Morningside",20000
Apartment,Sandton,Morningside,2,2,2,88,"Engel & Volkers MLC",18500
Apartment,Sandton,Morningside,2,2,2,89,"You Realty",32000
Apartment,Sandton,Morningside,2,2,2,91,"Evolate Real Estate",20000
Apartment,Sandton,Morningside,2,2,2,99,"You Realty",18500
Apartment,Sandton,Morningside,2,2,3,NULL,"EXP South Africa",33500
Apartment,Sandton,Morningside,2,2,3,100,"The Empire Properties",17000
Apartment,Sandton,Morningside,2,2,3,125,"Silver Property Group",33500
Apartment,Sandton,Morningside,2,2,3,180,"Real Estate Services",18000
Apartment,Sandton,Morningside,2,2,3,89,"Firzt Realty Company",33500
Apartment,Sandton,Morningside,2,3,1,118,"Propcore Real Estate",30000
Apartment,Sandton,Morningside,2,3,1,128,"Landsdowne Investment Properties",39500
Apartment,Sandton,Morningside,2,3,1,45,"Etchells & Young Property Brokers",30000
Apartment,Sandton,Morningside,2,3,1,68,"Etchells & Young Property Brokers",31000
Apartment,Sandton,Morningside,2,3,1,88,"Rawson Properties Sandton - Morningside",45000
Apartment,Sandton,Morningside,2,3,2,NULL,"Jawitz Johannesburg North",33500
Apartment,Sandton,Morningside,2,3,2,NULL,Mandated,48500
Apartment,Sandton,Morningside,2,3,2,NULL,"Pam Golding Properties - Hyde Park Rentals",30000
Apartment,Sandton,Morningside,2,3,2,NULL,"You Realty",31000
Apartment,Sandton,Morningside,2,3,2,104,"Chas Everitt Waterfall",38000
Apartment,Sandton,Morningside,2,3,2,107,"O-YES Properties",33000
Apartment,Sandton,Morningside,2,3,2,118,"O-YES Properties",35000
Apartment,Sandton,Morningside,2,3,2,145,"Evolate Real Estate",48500
Apartment,Sandton,Morningside,2,3,2,155,"Aurum Realty",37000
Apartment,Sandton,Morningside,2,3,2,155,"EXP South Africa",29000
Apartment,Sandton,Morningside,2,3,2,160,"Silver Property Group",21000
Apartment,Sandton,Morningside,2,3,2,162,"O-YES Properties",48500
Apartment,Sandton,Morningside,2,3,2,172,"Tyson Properties Gauteng",47000
Apartment,Sandton,Morningside,2,3,2,52,"Ithemba Property",40000
Apartment,Sandton,Morningside,2,3,2,54,"Aurum Realty",45000
Apartment,Sandton,Morningside,2,3,2,54,"Engel & Volkers MLC",15999
Apartment,Sandton,Morningside,2,3,2,57,"Century 21 Sandton",35000
Apartment,Sandton,Morningside,2,3,2,71,"Knightsbridge Properties",37000
Apartment,Sandton,Morningside,2,3,2,8,"Evolate Real Estate",48500
Apartment,Sandton,Morningside,2,3,2,84,"Real Estate Services",40000
Apartment,Sandton,Morningside,2,3,2,86,"EXP South Africa",15500
Apartment,Sandton,Morningside,2,3,2,89,"RE/MAX Property Merchants - Pretoria East, Mooikloof",19500
Apartment,Sandton,Morningside,2,3,2,92,"RE/MAX One - Kramerville",38000
Apartment,Sandton,Morningside,2,3,3,NULL,"RE/MAX Property Merchants - Pretoria East, Mooikloof",25000
Apartment,Sandton,Morningside,3,1,2,NULL,"Mafadi Property Management Office",35500
Apartment,Sandton,Morningside,3,2,3,109,"Century 21 Sandton",45000
Apartment,Sandton,Morningside,3,3,1,NULL,"Pam Golding Properties - Hyde Park Rentals",18500
Apartment,Sandton,"Morningside Ext 40",2,1,1,85,"IHS Property Management",12500
Apartment,Sandton,"Morningside Ext 40",2,1,2,100,"Evolate Real Estate",10800
Apartment,Sandton,"Morningside Ext 40",2,2,1,36,"You Realty",11950
Apartment,Sandton,"Morningside Ext 40",2,2,1,93,Mandated,25500
Apartment,Sandton,"Morningside Ext 40",2,2,2,NULL,"O-YES Properties",13750
Apartment,Sandton,"Morningside Ext 40",2,2,2,110,"Real Estate Services",17000
Apartment,Sandton,"Morningside Ext 40",2,2,2,25,"Real Estate Services",27000
Apartment,Sandton,Parkmore,2,2,1,106,"RE/MAX One - Kramerville",22000
Apartment,Sandton,Parkmore,2,2,2,NULL,"Century 21 Sandton",16550
Apartment,Sandton,Parkmore,2,2,2,70,"Only Realty DevComm",17500
Apartment,Sandton,Parkmore,2,2,2,88,"Century 21 Sandton",16585
Apartment,Sandton,Paulshof,2,1,1,56,"RE/MAX Infoglobe - Centurion",30500
Apartment,Sandton,Paulshof,2,1,1,64,"Real Estate Services",30500
Apartment,Sandton,Paulshof,2,1,2,165,"Real Estate Services",30500
Apartment,Sandton,Paulshof,2,1,2,166,"Real Estate Services",30500
Apartment,Sandton,Paulshof,2,2,2,NULL,"Century 21 Sandton",10500
Apartment,Sandton,Paulshof,2,2,2,65,"EXP South Africa",11500
Apartment,Sandton,Paulshof,2,2,2,78,"RE/MAX One - Kramerville",10500
Apartment,Sandton,Paulshof,2,2,2,99,"Keller Williams Select",10000
Apartment,Sandton,Paulshof,3,1,2,154,"Firzt Realty Company",10000
Apartment,Sandton,"Riepen Park",2,1,2,45,"The Empire Properties",12500
Apartment,Sandton,"River Club",1,2,2,98,"EXP South Africa",14500
Apartment,Sandton,"River Club",2,2,2,33,"RE/MAX Evolve",15000
Apartment,Sandton,Rivonia,1,1,1,34,"Rawson Properties Sandton - Morningside",11500
Apartment,Sandton,Rivonia,1,2,1,NULL,"Attorney Realtor Hub",15000
Apartment,Sandton,Rivonia,2,1,1,47,"Renprop Residential",11300
Apartment,Sandton,Rivonia,2,1,1,54,"You Realty",11500
Apartment,Sandton,Rivonia,2,1,2,137,"Evolate Real Estate",10500
Apartment,Sandton,Rivonia,2,1,2,45,"RE/MAX Infoglobe - Centurion",28500
Apartment,Sandton,Rivonia,2,1,2,48,"Landsdowne Investment Properties",8100
Apartment,Sandton,Rivonia,2,1,2,57,"The Empire Properties",13500
Apartment,Sandton,Rivonia,2,1,2,69,"Renprop Residential",10200
Apartment,Sandton,Rivonia,2,2,1,NULL,"Aurum Realty",13500
Apartment,Sandton,Rivonia,2,2,1,NULL,"Jawitz Johannesburg North",11300
Apartment,Sandton,Rivonia,2,2,1,75,"Renprop Residential",10700
Apartment,Sandton,Rivonia,2,2,2,124,"EXP South Africa",15500
Apartment,Sandton,Rivonia,2,2,2,30,"Evolate Real Estate",25000
Apartment,Sandton,Rivonia,2,2,2,80,"RE/MAX One Waterfall",10000
Apartment,Sandton,Rivonia,2,2,2,86,"RE/MAX Evolve",11500
Apartment,Sandton,Rivonia,2,2,2,88,"You Realty",12000
Apartment,Sandton,Rivonia,2,3,1,83,"Renprop Residential",8700
Apartment,Sandton,Sandhurst,1,2,1,NULL,"Only Realty DevComm",30000
Apartment,Sandton,Sandhurst,1,3,3,163,"EXP South Africa",65000
Apartment,Sandton,Sandhurst,2,1,1,107,"GP Realty Group",18500
Apartment,Sandton,Sandhurst,2,1,2,NULL,"You Realty",18000
Apartment,Sandton,Sandhurst,2,2,1,NULL,"Jawitz Johannesburg North",25000
Apartment,Sandton,Sandhurst,2,2,1,NULL,"Silver Property Group",49000
Apartment,Sandton,Sandhurst,2,2,1,115,"Real Estate Services",16000
Apartment,Sandton,Sandhurst,2,2,1,74,"Tyson Properties Gauteng",55000
Apartment,Sandton,Sandhurst,2,2,1,86,"Firzt Realty Company",18500
Apartment,Sandton,Sandhurst,2,2,2,NULL,"Evolate Real Estate",17000
Apartment,Sandton,Sandhurst,2,2,2,NULL,"GP Realty Group",22000
Apartment,Sandton,Sandhurst,2,2,2,NULL,"Live Real Estate - Johannesburg North",18000
Apartment,Sandton,Sandhurst,2,2,2,NULL,"RE/MAX Advantage",20500
Apartment,Sandton,Sandhurst,2,2,2,115,"O-YES Properties",18500
Apartment,Sandton,Sandhurst,2,2,2,122,Mandated,20500
Apartment,Sandton,Sandhurst,2,2,2,124,"Seeff Sandton",15500
Apartment,Sandton,Sandhurst,2,2,2,139,"Evolate Real Estate",18500
Apartment,Sandton,Sandhurst,2,2,2,152,"GP Realty Group",18500
Apartment,Sandton,Sandhurst,2,2,2,163,"Pam Golding Properties - Hyde Park Rentals",45000
Apartment,Sandton,Sandhurst,2,2,2,163,"Silver Property Group",14000
Apartment,Sandton,Sandhurst,2,2,2,191,"Seeff Sandton",18000
Apartment,Sandton,Sandhurst,2,2,2,26,"RealNet RainMaker",55000
Apartment,Sandton,Sandhurst,2,2,2,57,"GP Realty Group",18500
Apartment,Sandton,Sandhurst,2,2,2,67,"Evolate Real Estate",20000
Apartment,Sandton,Sandhurst,2,2,2,90,"Aurum Realty",14000
Apartment,Sandton,Sandhurst,2,2,2,90,"You Realty",18500
Apartment,Sandton,Sandhurst,2,2,2,97,"RE/MAX Masters - Bryanston",18000
Apartment,Sandton,Sandhurst,2,3,1,NULL,"Seeff Sandton",60000
Apartment,Sandton,Sandhurst,2,3,1,83,"EXP South Africa",26000
Apartment,Sandton,Sandhurst,2,3,2,NULL,"Real Estate Services",55000
Apartment,Sandton,Sandhurst,2,3,2,131,"RE/MAX Property Merchants - Pretoria East, Mooikloof",26000
Apartment,Sandton,Sandhurst,2,3,2,155,"Aurum Realty",80000
Apartment,Sandton,Sandhurst,2,3,2,163,"Evolate Real Estate",50000
Apartment,Sandton,Sandhurst,2,3,2,54,"Landsdowne Investment Properties",50000
Apartment,Sandton,Sandhurst,3,3,2,149,"You Realty",65000
Apartment,Sandton,"Sandhurst Ext 4",2,2,1,116,"Etchells & Young Property Brokers",10900
Apartment,Sandton,Sandown,1,1,2,64,"Etchells & Young Property Brokers",20000
Apartment,Sandton,Sandown,1,2,1,90,"Engel & Volkers MLC",19500
Apartment,Sandton,Sandown,1,2,2,NULL,"Firzt Realty Company",25000
Apartment,Sandton,Sandown,2,1,1,39,"You Realty",11500
Apartment,Sandton,Sandown,2,1,1,42,"Knightsbridge Properties",11800
Apartment,Sandton,Sandown,2,1,1,75,"Knightsbridge Properties",24000
Apartment,Sandton,Sandown,2,1,1,80,"RE/MAX One - Kramerville",12500
Apartment,Sandton,Sandown,2,1,2,NULL,Mandated,36000
Apartment,Sandton,Sandown,2,1,2,NULL,"Real Estate Services",14499
Apartment,Sandton,Sandown,2,2,1,NULL,"Ithemba Property",26000
Apartment,Sandton,Sandown,2,2,1,NULL,"Propcore Real Estate",33999
Apartment,Sandton,Sandown,2,2,1,NULL,"Rawson Properties Sandton - Morningside",25000
Apartment,Sandton,Sandown,2,2,1,160,"Century 21 Sandton",26000
Apartment,Sandton,Sandown,2,2,1,22,"Rawson Properties Sandton - Morningside",14000
Apartment,Sandton,Sandown,2,2,1,42,"You Realty",46000
Apartment,Sandton,Sandown,2,2,1,46,"You Realty",12500
Apartment,Sandton,Sandown,2,2,1,53,"You Realty",12000
Apartment,Sandton,Sandown,2,2,1,62,"Firzt Realty Company",50000
Apartment,Sandton,Sandown,2,2,2,NULL,"Aurum Realty",13750
Apartment,Sandton,Sandown,2,2,2,NULL,"Engel & Volkers MLC",34000
Apartment,Sandton,Sandown,2,2,2,NULL,"Firzt Realty Company",25000
Apartment,Sandton,Sandown,2,2,2,NULL,"Landsdowne Investment Properties",28000
Apartment,Sandton,Sandown,2,2,2,NULL,"O-YES Properties",20000
Apartment,Sandton,Sandown,2,2,2,NULL,"Plus Group Properties",10000
Apartment,Sandton,Sandown,2,2,2,NULL,"Propcore Real Estate",16000
Apartment,Sandton,Sandown,2,2,2,105,"Real Estate Services",22950
Apartment,Sandton,Sandown,2,2,2,116,"Real Estate Services",34000
Apartment,Sandton,Sandown,2,2,2,130,"RE/MAX Property Merchants - Pretoria East, Mooikloof",20000
Apartment,Sandton,Sandown,2,2,2,146,"Etchells & Young Property Brokers",18000
Apartment,Sandton,Sandown,2,2,2,40,"RE/MAX One - Kramerville",28000
Apartment,Sandton,Sandown,2,2,2,48,"Silver Property Group",16000
Apartment,Sandton,Sandown,2,2,2,50,"Keller Williams Select",14500
Apartment,Sandton,Sandown,2,2,2,88,"Evolate Real Estate",28000
Apartment,Sandton,Sandown,2,2,2,94,"GP Realty Group",13800
Apartment,Sandton,Sandown,2,3,1,NULL,"Keller Williams Select",19000
Apartment,Sandton,Sandown,2,3,1,130,"Engel & Volkers MLC",26000
Apartment,Sandton,Sandown,2,3,1,20,"Jawitz Johannesburg North",25000
Apartment,Sandton,Sandown,2,3,2,NULL,"Engel & Volkers MLC",26000
Apartment,Sandton,Sandown,2,3,2,117,"RE/MAX Superior - Mulbarton",34000
Apartment,Sandton,Sandown,2,3,2,141,"Real Estate Services",25000
Apartment,Sandton,Sandown,2,3,2,158,"Evolate Real Estate",14000
Apartment,Sandton,Sandown,3,2,2,NULL,"Knightsbridge Properties",34000
Apartment,Sandton,Sandown,3,2,2,NULL,"Plus Group Properties",34000
Apartment,Sandton,"Sandton Central",1,1,1,50,"The Empire Properties",22048
Apartment,Sandton,"Sandton Central",1,2,1,163,"Only Realty DevComm",12500
Apartment,Sandton,"Sandton Central",1,2,2,86,"You Realty",32000
Apartment,Sandton,"Sandton Central",1,3,2,53,"GP Realty Group",18000
Apartment,Sandton,"Sandton Central",2,1,1,109,"The Empire Properties",15000
Apartment,Sandton,"Sandton Central",2,1,1,45,"Landsdowne Investment Properties",20000
Apartment,Sandton,"Sandton Central",2,1,1,57,"IHS Property Management",12000
Apartment,Sandton,"Sandton Central",2,1,2,NULL,"RealNet RainMaker",33500
Apartment,Sandton,"Sandton Central",2,1,2,115,"Evolate Real Estate",84000
Apartment,Sandton,"Sandton Central",2,1,2,80,"Engel & Volkers MLC",18000
Apartment,Sandton,"Sandton Central",2,2,1,NULL,"Engel & Volkers MLC",20000
Apartment,Sandton,"Sandton Central",2,2,1,NULL,"Only Realty DevComm",17000
Apartment,Sandton,"Sandton Central",2,2,1,NULL,"RE/MAX One - Kramerville",25000
Apartment,Sandton,"Sandton Central",2,2,1,NULL,"You Realty",40000
Apartment,Sandton,"Sandton Central",2,2,1,114,"RE/MAX Masters - Bryanston",22000
Apartment,Sandton,"Sandton Central",2,2,1,116,"EXP South Africa",14000
Apartment,Sandton,"Sandton Central",2,2,1,88,"Real Estate Services",14500
Apartment,Sandton,"Sandton Central",2,2,2,NULL,"Jawitz Johannesburg North",35000
Apartment,Sandton,"Sandton Central",2,2,2,NULL,"O-YES Properties",20000
Apartment,Sandton,"Sandton Central",2,2,2,109,"Century 21 Sandton",13500
Apartment,Sandton,"Sandton Central",2,2,2,113,Mandated,45000
Apartment,Sandton,"Sandton Central",2,2,2,116,"The Empire Properties",20000
Apartment,Sandton,"Sandton Central",2,2,2,117,"Evolate Real Estate",15000
Apartment,Sandton,"Sandton Central",2,2,2,147,"Landsdowne Investment Properties",30000
Apartment,Sandton,"Sandton Central",2,2,2,28,"RealNet RainMaker",18000
Apartment,Sandton,"Sandton Central",2,2,2,50,"The Empire Properties",11000
Apartment,Sandton,"Sandton Central",2,2,2,54,"RE/MAX Masters - Bryanston",16500
Apartment,Sandton,"Sandton Central",2,2,2,55,"EXP South Africa",13200
Apartment,Sandton,"Sandton Central",2,2,2,65,"Aurum Realty",14000
Apartment,Sandton,"Sandton Central",2,2,2,80,"Keller Williams Select",16500
Apartment,Sandton,"Sandton Central",2,2,2,93,"Attorney Realtor Hub",27000
Apartment,Sandton,"Sandton Central",2,2,2,95,"Evolate Real Estate",40000
Apartment,Sandton,"Sandton Central",2,3,1,NULL,"Mafadi Property Management Office",74800
Apartment,Sandton,"Sandton Central",2,3,1,NULL,"Real Estate Services",83900
Apartment,Sandton,"Sandton Central",2,3,1,100,"EXP South Africa",39000
Apartment,Sandton,"Sandton Central",2,3,2,NULL,"Knightsbridge Properties",35000
Apartment,Sandton,"Sandton Central",2,3,2,NULL,"Live Real Estate - Johannesburg North",20000
Apartment,Sandton,"Sandton Central",2,3,2,NULL,"Silver Property Group",85000
Apartment,Sandton,"Sandton Central",2,3,2,104,"Evolate Real Estate",14999
Apartment,Sandton,"Sandton Central",2,3,2,115,"Silver Property Group",95850
Apartment,Sandton,"Sandton Central",2,3,2,49,"Evolate Real Estate",65000
